ROWID,ORDERID,ORDERDATE,ORDERPRIOTORITY,ORDERQUANTITY,SALES,DISCOUNT,SHIPMODE,PROFIT,UNITPRICE,SHIPPINGCOSTS,CUSTOMERNAME,PROVINCE,REGION,CUSTOMERSEGMENT,PRODUCTCATEGORY,PRODUCTSUBCATEGORY,PRODUCTNAME,PRODUCTCONTAINER,PRODUCTBASEMARGIN,SHIPDATE,DATASET,ORDER_YEAR,ORDER_MONTH,SHIP_YEAR,SHIP_MONTH
1435,10342,2021-11-22,Medium,2,2055.97,0.05,Express Air,-2037.5487000000005,999.99,13.99,Michelle Ellison,Ontario,Ontario,Consumer,Technology,Office Machines,"Polycom Soundstation EX Audio-Conferencing Telephone, Black",Medium Box,0.3132,2021-11-24,Superstore,2021,11,2021,11
1441,10434,2019-12-23,High,2,383.45,0.06,Delivery Truck,-244.47,180.98,26.2,Michelle Ellison,Ontario,Ontario,Small Business,Furniture,Chairs & Chairmats,Global Ergonomic Managers Chair,Jumbo Drum,0.59,2019-12-24,Superstore,2019,12,2019,12
1532,11040,2021-10-23,Not Specified,44,1102.28,0.03,Regular Air,412.9866,23.99,6.71,Scot Coram,Ontario,Ontario,Corporate,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Small Box,0.371,2021-10-23,Superstore,2021,10,2021,10
1566,11302,2019-03-01,Low,10,866.66,0.09,Delivery Truck,34.2313,90.97,14.0,Natalie Fritzler,Ontario,Ontario,Home Office,Technology,Office Machines,Lexmark Z54se Color Inkjet Printer,Jumbo Drum,0.3491999999999999,2019-03-03,Superstore,2019,3,2019,3
1577,11398,2022-08-06,High,16,109.7,0.03,Regular Air,-103.5669,5.98,10.39,Nathan Gelder,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 1895,Small Box,0.388,2022-08-07,Superstore,2022,8,2022,8
1578,11398,2022-08-06,High,26,80.89,0.03,Regular Air,22.6689,2.94,0.81,Nathan Gelder,Ontario,Ontario,Home Office,Office Supplies,Pens & Art Supplies,Prang Colored Pencils,Wrap Bag,0.388,2022-08-08,Superstore,2022,8,2022,8
1599,11584,2019-11-22,Medium,48,1497.3175,0.01,Regular Air,836.51,35.99,0.99,Sean Miller,Ontario,Ontario,Small Business,Technology,Telephones and Communication,Accessory31,Small Pack,0.35,2019-11-23,Superstore,2019,11,2019,11
1607,11652,2021-11-10,Not Specified,35,1154.14,0.07,Regular Air,-34.92,32.98,5.5,Olvera Toch,Ontario,Ontario,Home Office,Technology,Computer Peripherals,PC Concepts 116 Key Quantum 3000 Keyboard,Small Box,0.7275,2021-11-11,Superstore,2021,11,2021,11
1608,11652,2021-11-10,Not Specified,37,223.82,0.09,Regular Air,-241.6367,5.98,10.39,Olvera Toch,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 1895,Small Box,0.388,2021-11-11,Superstore,2021,11,2021,11
1609,11652,2021-11-10,Not Specified,1,61.4635,0.05,Regular Air,-253.5095,65.99,8.99,Olvera Toch,Ontario,Ontario,Home Office,Technology,Telephones and Communication,Talkabout T8367,Small Box,0.5432,2021-11-12,Superstore,2021,11,2021,11
1610,11652,2021-11-10,Not Specified,25,122.09,0.1,Regular Air,13.686699999999998,5.18,2.04,Olvera Toch,Ontario,Ontario,Home Office,Office Supplies,Paper,ArrayÂ Memo Cubes,Wrap Bag,0.3491999999999999,2021-11-12,Superstore,2021,11,2021,11
1615,11686,2019-01-27,Not Specified,38,6121.1985,0.08,Regular Air,1272.9698,205.99,2.5,Michael Dominguez,Ontario,Ontario,Home Office,Technology,Telephones and Communication,V70,Small Box,0.5722999999999999,2019-01-28,Superstore,2019,1,2019,1
1940,13895,2020-11-20,High,44,614.34,0.02,Regular Air,-171.7,14.03,9.37,Michelle Ellison,Ontario,Ontario,Small Business,Office Supplies,Storage & Organization,Project Tote Personal File,Small Box,0.56,2020-11-20,Superstore,2020,11,2020,11
2072,14820,2022-01-09,High,39,278.902,0.04,Express Air,-101.3359,7.99,5.03,Michael Dominguez,Ontario,Ontario,Home Office,Technology,Telephones and Communication,Bell Sonecor JB700 Caller ID,Medium Box,0.582,2022-01-11,Superstore,2022,1,2022,1
2127,15170,2019-03-18,Critical,19,356.4645,0.01,Regular Air,-9.6566,20.99,4.81,Thomas Boland,Ontario,Ontario,Corporate,Technology,Telephones and Communication,1726 Digital Answering Machine,Medium Box,0.6148,2019-03-18,Superstore,2019,3,2019,3
2190,15780,2021-04-13,Critical,19,71.77,0.03,Regular Air,24.0726,3.78,0.71,Thomas Boland,Ontario,Ontario,Corporate,Office Supplies,Rubber Bands,Staples Bulldog Clip,Wrap Bag,0.4134,2021-04-15,Superstore,2021,4,2021,4
2225,16098,2022-07-21,Low,31,480.43,0.06,Regular Air,49.0723,14.98,8.99,Patricia Hirasaki,Ontario,Ontario,Home Office,Furniture,Office Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",Small Pack,0.3783,2022-07-25,Superstore,2022,7,2022,7
2229,16103,2022-07-15,Not Specified,31,217.14,0.0,Regular Air,-66.7482,6.48,6.22,Maria Zettner,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 1894,Small Box,0.3922,2022-07-17,Superstore,2022,7,2022,7
2303,16610,2019-10-10,High,19,659.13,0.09,Regular Air,198.8242,35.94,6.66,Thomas Boland,Ontario,Ontario,Corporate,Office Supplies,Envelopes,"Tyvek Â Top-Opening Peel & Seel Â Envelopes, Gray",Small Box,0.424,2019-10-12,Superstore,2019,10,2019,10
2596,18757,2022-05-22,Low,9,222.2,0.03,Regular Air,-35.0175,22.38,15.1,Matthew Clasen,Ontario,Ontario,Consumer,Office Supplies,Binders and Binder Accessories,"Avery Flip-Chart Easel Binder, Black",Small Box,0.3306,2022-05-24,Superstore,2022,5,2022,5
2597,18757,2022-05-22,Low,5,39.9,0.02,Regular Air,-32.886,5.94,9.92,Matthew Clasen,Ontario,Ontario,Consumer,Office Supplies,Binders and Binder Accessories,Storex Dura ProÈ Binders,Small Box,0.3306,2022-05-27,Superstore,2022,5,2022,5
2687,19431,2019-05-23,Not Specified,4,16.82,0.08,Regular Air,-5.3738,4.13,1.17,Nathan Gelder,Ontario,Ontario,Home Office,Office Supplies,Pens & Art Supplies,Newell 31,Wrap Bag,0.5529,2019-05-25,Superstore,2019,5,2019,5
2712,19584,2019-04-16,Critical,6,14535.8,0.05,Delivery Truck,-4209.3236,2550.14,29.7,Maria Zettner,Ontario,Ontario,Corporate,Technology,Office Machines,Epson DFX-8500 Dot Matrix Printer,Jumbo Drum,0.6042,2019-04-17,Superstore,2019,4,2019,4
2810,20262,2019-12-26,Not Specified,27,652.24,0.02,Regular Air,179.4888,22.72,8.99,Patrick O'Donnell,Ontario,Ontario,Home Office,Furniture,Office Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Small Pack,0.4268,2019-12-26,Superstore,2019,12,2019,12
2852,20545,2020-10-09,Not Specified,1,361.94,0.05,Delivery Truck,-163.58,284.98,69.55,Sean Miller,Ontario,Ontario,Small Business,Furniture,Chairs & Chairmats,Global CommerceÈ Series High-Back Swivel/Tilt Chairs,Jumbo Drum,0.6,2020-10-10,Superstore,2020,10,2020,10
2853,20545,2020-10-09,Not Specified,31,1276.04,0.02,Regular Air,554.95,40.99,5.86,Sean Miller,Ontario,Ontario,Small Business,Office Supplies,Paper,Xerox 1919,Small Box,0.36,2020-10-11,Superstore,2020,10,2020,10
2854,20545,2020-10-09,Not Specified,40,2894.68,0.02,Regular Air,-1754.39,71.37,69.0,Sean Miller,Ontario,Ontario,Small Business,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Large Box,0.68,2020-10-11,Superstore,2020,10,2020,10
2856,20577,2020-02-09,Critical,15,611.68,0.05,Regular Air,130.7075,39.06,10.55,Patrick O'Donnell,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Ibico Recycled Linen-Style Covers,Small Box,0.3589,2020-02-11,Superstore,2020,2,2020,2
2881,20804,2021-11-26,Low,13,4393.75,0.08,Delivery Truck,215.31,442.14,14.7,Sean Miller,Ontario,Ontario,Small Business,Technology,Office Machines,Okidata ML390 Turbo Dot Matrix Printers,Jumbo Drum,0.56,2021-12-03,Superstore,2021,11,2021,12
2960,21414,2021-05-04,Critical,34,117.91,0.05,Regular Air,25.4649,3.38,1.09,Harry Marie,Ontario,Ontario,Consumer,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,Wrap Bag,0.3393,2021-05-06,Superstore,2021,5,2021,5
2961,21414,2021-05-04,Critical,46,3644.6,0.05,Regular Air,-995.8629,80.98,35.0,Harry Marie,Ontario,Ontario,Consumer,Office Supplies,Storage & Organization,Carina Double Wide Media Storage Towers in Natural & Black,Large Box,0.7047,2021-05-06,Superstore,2021,5,2021,5
2962,21414,2021-05-04,Critical,33,3491.613,0.05,Regular Air,624.399,125.99,5.63,Harry Marie,Ontario,Ontario,Consumer,Technology,Telephones and Communication,8290,Small Box,0.522,2021-05-05,Superstore,2021,5,2021,5
2969,21447,2020-06-03,Not Specified,15,176.24,0.02,Express Air,9.5545,10.98,3.37,Sean Christensen,Ontario,Ontario,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",FiskarsÂ Softgrip Scissors,Small Pack,0.5529,2020-06-05,Superstore,2020,6,2020,6
2976,21479,2019-08-28,Medium,41,291.16,0.01,Express Air,-86.7859,6.48,6.57,Patrick O'Donnell,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 20,Small Box,0.3589,2019-08-29,Superstore,2019,8,2019,8
3096,22208,2019-10-13,High,37,1138.43,0.01,Regular Air,18.0323,30.97,4.0,Sean Christensen,Ontario,Ontario,Home Office,Technology,Computer Peripherals,Microsoft Multimedia Keyboard,Small Box,0.7178,2019-10-15,Superstore,2019,10,2019,10
3097,22208,2019-10-13,High,50,5271.0455,0.08,Regular Air,1338.3672,125.99,7.69,Sean Christensen,Ontario,Ontario,Home Office,Technology,Telephones and Communication,Timeport L7089,Small Box,0.5626,2019-10-15,Superstore,2019,10,2019,10
3106,22279,2019-12-22,Not Specified,43,2463.6,0.03,Regular Air,1040.65,54.96,10.75,Lena Radford,Ontario,Ontario,Small Business,Office Supplies,Paper,Xerox 1940,Small Box,0.36,2019-12-25,Superstore,2019,12,2019,12
3231,23174,2022-07-26,Low,16,3549.9,0.06,Delivery Truck,38.976,216.6,64.2,Harry Marie,Ontario,Ontario,Consumer,Furniture,Chairs & Chairmats,Hon Multipurpose Stacking Arm Chairs,Jumbo Drum,0.5133,2022-07-28,Superstore,2022,7,2022,7
3232,23174,2022-07-26,Low,8,138.24,0.03,Regular Air,-52.2348,16.74,7.04,Harry Marie,Ontario,Ontario,Consumer,Office Supplies,Storage & Organization,RogersÂ Profile Extra Capacity Storage Tub,Small Box,0.7047,2022-08-02,Superstore,2022,7,2022,8
3259,23333,2019-08-05,Medium,44,634.12,0.04,Regular Air,-21.0005,14.42,6.75,Michael Dominguez,Ontario,Ontario,Home Office,Office Supplies,Appliances,Holmes Odor Grabber,Medium Box,0.5044,2019-08-06,Superstore,2019,8,2019,8
3260,23333,2019-08-05,Medium,32,196.84,0.04,Regular Air,-67.21130000000001,5.98,5.79,Michael Dominguez,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 1903,Small Box,0.3491999999999999,2019-08-07,Superstore,2019,8,2019,8
3261,23333,2019-08-05,Medium,16,886.89,0.03,Regular Air,-23.1151,65.99,8.99,Michael Dominguez,Ontario,Ontario,Home Office,Technology,Telephones and Communication,Talkabout T8367,Small Box,0.5432,2019-08-06,Superstore,2019,8,2019,8
3456,24640,2021-01-29,Medium,12,1379.98,0.06,Delivery Truck,-147.17809999999997,113.98,30.0,Patrick O'Donnell,Ontario,Ontario,Home Office,Furniture,Chairs & Chairmats,Hon ComfortaskÂ Task/Swivel Chairs,Jumbo Drum,0.6692999999999999,2021-01-30,Superstore,2021,1,2021,1
3516,25056,2020-09-21,Not Specified,41,295.12,0.0,Regular Air,-161.0458,6.48,8.19,Phillip Breyer,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 217,Small Box,0.3922,2020-09-23,Superstore,2020,9,2020,9
3665,26244,2020-08-03,High,16,131.72,0.09,Regular Air,-41.3317,8.46,3.62,Michael Dominguez,Ontario,Ontario,Home Office,Technology,Computer Peripherals,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",Small Pack,0.5917,2020-08-05,Superstore,2020,8,2020,8
3816,27201,2022-07-25,High,10,5056.89,0.02,Delivery Truck,836.393,500.98,26.0,Scot Coram,Ontario,Ontario,Corporate,Furniture,Chairs & Chairmats,Global TroyÈ Executive Leather Low-Back Tilter,Jumbo Drum,0.636,2022-07-25,Superstore,2022,7,2022,7
3817,27201,2022-07-25,High,45,3500.1,0.01,Delivery Truck,-2820.9992,70.89,89.3,Scot Coram,Ontario,Ontario,Corporate,Furniture,Tables,KI Conference Tables,Jumbo Box,0.7632,2022-07-25,Superstore,2022,7,2022,7
3897,27808,2020-01-26,Low,9,196.12,0.01,Express Air,3.8367,20.89,1.99,Michelle Ellison,Ontario,Ontario,Consumer,Technology,Computer Peripherals,"IBM 80 Minute CD-R Spindle, 50/Pack",Small Pack,0.4175999999999999,2020-02-02,Superstore,2020,1,2020,2
4173,29573,2022-01-16,Critical,43,792.21,0.05,Regular Air,40.9728,18.97,9.54,Michael Dominguez,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 1939,Small Box,0.3589,2022-01-18,Superstore,2022,1,2022,1
4203,29862,2021-06-19,Medium,34,214.64,0.08,Regular Air,-81.4928,6.48,5.86,Maria Zettner,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 1904,Small Box,0.3816,2021-06-21,Superstore,2021,6,2021,6
4276,30433,2020-06-09,Medium,17,253.38,0.0,Express Air,-34.7066,13.9,7.59,Nathan Gelder,Ontario,Ontario,Home Office,Office Supplies,"Scissors, Rulers and Trimmers","Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Small Pack,0.5432,2020-06-09,Superstore,2020,6,2020,6
4284,30532,2021-11-26,High,28,431.37,0.03,Regular Air,-27.809900000000003,15.22,9.73,Victoria Wilson,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,"GBC Twin LoopÈ Wire Binding Elements, 9/16"" Spine, Black",Small Box,0.3491999999999999,2021-11-27,Superstore,2021,11,2021,11
4285,30532,2021-11-26,High,23,262.31,0.04,Express Air,26.7235,11.09,5.25,Victoria Wilson,Ontario,Ontario,Home Office,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,Small Box,0.3491999999999999,2021-11-27,Superstore,2021,11,2021,11
4286,30532,2021-11-26,High,45,514.03,0.05,Regular Air,79.7243,11.34,5.01,Victoria Wilson,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 188,Small Box,0.3491999999999999,2021-11-28,Superstore,2021,11,2021,11
4287,30532,2021-11-26,High,9,1696.7,0.04,Delivery Truck,-80.3257,180.98,23.58,Victoria Wilson,Ontario,Ontario,Home Office,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Jumbo Box,0.7178,2021-11-28,Superstore,2021,11,2021,11
4297,30597,2022-08-05,High,18,93.02,0.07,Regular Air,17.4087,5.08,2.03,Michelle Ellison,Ontario,Ontario,Consumer,Furniture,Office Furnishings,"Master Caster Door Stop, Brown",Wrap Bag,0.4437,2022-08-07,Superstore,2022,8,2022,8
4298,30597,2022-08-05,High,42,639.84,0.03,Regular Air,-83.3112,15.14,4.53,Michelle Ellison,Ontario,Ontario,Consumer,Office Supplies,Storage & Organization,EldonÂ Gobal File Keepers,Small Box,0.7047,2022-08-06,Superstore,2022,8,2022,8
4349,30981,2021-02-15,Low,29,7837.44,0.1,Delivery Truck,1763.2272,279.81,23.19,Nathan Gelder,Ontario,Ontario,Home Office,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Jumbo Drum,0.5722999999999999,2021-02-19,Superstore,2021,2,2021,2
4350,30981,2021-02-15,Low,22,3653.22,0.09,Delivery Truck,-112.5394,180.98,30.0,Nathan Gelder,Ontario,Ontario,Home Office,Furniture,Chairs & Chairmats,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Jumbo Drum,0.6692999999999999,2021-02-17,Superstore,2021,2,2021,2
4455,31751,2021-05-26,High,31,413.12,0.1,Express Air,-10.22,14.27,7.27,Todd Boyes,Ontario,Ontario,Small Business,Office Supplies,Binders and Binder Accessories,"GBC Laser Imprintable Binding System Covers, Desert Sand",Small Box,0.38,2021-05-28,Superstore,2021,5,2021,5
4473,31873,2019-11-08,Low,2,141.59,0.05,Regular Air,-88.3573,70.97,3.5,Shahid Collister,Ontario,Ontario,Home Office,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Small Box,0.5722999999999999,2019-11-13,Superstore,2019,11,2019,11
4474,31873,2019-11-08,Low,14,2465.5015,0.06,Regular Air,12.6197,205.99,8.99,Shahid Collister,Ontario,Ontario,Home Office,Technology,Telephones and Communication,StarTAC 8000,Small Box,0.582,2019-11-15,Superstore,2019,11,2019,11
4475,31873,2019-11-08,Low,50,8558.4715,0.06,Regular Air,2463.2762,205.99,8.99,Shahid Collister,Ontario,Ontario,Home Office,Technology,Telephones and Communication,TimeportP7382,Small Box,0.5432,2019-11-15,Superstore,2019,11,2019,11
4476,31873,2019-11-08,Low,42,236.89,0.0,Regular Air,-121.5313,5.28,6.26,Shahid Collister,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 1928,Small Box,0.388,2019-11-15,Superstore,2019,11,2019,11
4492,32000,2022-09-13,Low,49,162.16,0.05,Regular Air,24.2015,3.29,1.35,Victoria Wilson,Ontario,Ontario,Home Office,Office Supplies,Rubber Bands,AccoÂ Hot ClipsÈ Clips to Go,Wrap Bag,0.388,2022-09-15,Superstore,2022,9,2022,9
4493,32000,2022-09-13,Low,26,15168.82,0.02,Delivery Truck,-1063.8766,550.98,147.12,Victoria Wilson,Ontario,Ontario,Home Office,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Jumbo Box,0.776,2022-09-20,Superstore,2022,9,2022,9
4597,32737,2019-10-28,High,14,367.11,0.09,Regular Air,113.296,28.53,1.49,Victoria Wilson,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Lock-Up Easel 'Spel-Binder',Small Box,0.3686,2019-10-30,Superstore,2019,10,2019,10
4918,35012,2022-06-08,Medium,10,126.79,0.04,Regular Air,-17.3628,11.97,4.98,Thomas Boland,Ontario,Ontario,Corporate,Office Supplies,Appliances,Staples 6 Outlet Surge,Small Box,0.6148,2022-06-08,Superstore,2022,6,2022,6
4919,35012,2022-06-08,Medium,11,1770.2015,0.08,Regular Air,-175.907,195.99,4.2,Thomas Boland,Ontario,Ontario,Corporate,Technology,Telephones and Communication,T65,Small Box,0.5936000000000001,2022-06-09,Superstore,2022,6,2022,6
4922,35042,2020-12-02,Not Specified,23,1196.86,0.06,Regular Air,-12.1347,50.98,6.5,Michael Dominguez,Ontario,Ontario,Home Office,Technology,Computer Peripherals,Microsoft Natural Multimedia Keyboard,Small Box,0.7081,2020-12-03,Superstore,2020,12,2020,12
5009,35713,2022-10-17,Medium,49,1355.47,0.04,Regular Air,625.4424,28.53,1.49,Phillip Breyer,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Lock-Up Easel 'Spel-Binder',Small Box,0.4028,2022-10-17,Superstore,2022,10,2022,10
5082,36229,2022-09-21,Not Specified,12,1465.29,0.02,Regular Air,362.295,120.97,7.11,Patrick O'Donnell,Ontario,Ontario,Home Office,Technology,Office Machines,Canon BP1200DH 12-Digit Bubble Jet Printing Calculator,Medium Box,0.3491999999999999,2022-09-24,Superstore,2022,9,2022,9
5083,36229,2022-09-21,Not Specified,24,3590.33,0.01,Delivery Truck,-30.7781,146.34,43.75,Patrick O'Donnell,Ontario,Ontario,Home Office,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,Jumbo Box,0.6305,2022-09-23,Superstore,2022,9,2022,9
5199,36933,2021-07-12,High,32,115.81,0.07,Regular Air,47.56,3.69,0.5,Todd Boyes,Ontario,Ontario,Small Business,Office Supplies,Labels,Avery 501,Small Box,0.38,2021-07-13,Superstore,2021,7,2021,7
5219,37152,2021-05-22,Medium,39,4647.69,0.02,Delivery Truck,193.4818,113.98,30.0,Thomas Boland,Ontario,Ontario,Corporate,Furniture,Chairs & Chairmats,Hon ComfortaskÂ Task/Swivel Chairs,Jumbo Drum,0.7313999999999999,2021-05-24,Superstore,2021,5,2021,5
5220,37152,2021-05-22,Medium,45,2503.3265,0.04,Regular Air,473.9472,65.99,8.8,Thomas Boland,Ontario,Ontario,Corporate,Technology,Telephones and Communication,6120,Small Box,0.6148,2021-05-24,Superstore,2021,5,2021,5
5228,37223,2021-11-10,Low,21,2731.73,0.07,Express Air,301.2723,155.99,8.99,Victoria Wilson,Ontario,Ontario,Home Office,Technology,Telephones and Communication,LX 788,Small Box,0.5626,2021-11-14,Superstore,2021,11,2021,11
5229,37223,2021-11-10,Low,40,679.52,0.09,Regular Air,-147.828,17.7,9.47,Victoria Wilson,Ontario,Ontario,Home Office,Office Supplies,Storage & Organization,PortfileÂ Personal File Boxes,Small Box,0.5722999999999999,2021-11-17,Superstore,2021,11,2021,11
5230,37223,2021-11-10,Low,38,5176.27,0.01,Regular Air,-721.1465000000001,135.31,35.0,Victoria Wilson,Ontario,Ontario,Home Office,Office Supplies,Storage & Organization,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Large Box,0.8148,2021-11-15,Superstore,2021,11,2021,11
5237,37254,2019-09-18,High,28,739.94,0.01,Regular Air,322.1001,26.17,1.39,Katrina Bavinger,Ontario,Ontario,Consumer,Office Supplies,Envelopes,Quality Park Security Envelopes,Small Box,0.3306,2019-09-19,Superstore,2019,9,2019,9
5260,37441,2019-02-24,Critical,46,14740.51,0.0,Delivery Truck,3305.4981,300.98,164.73,Katrina Bavinger,Ontario,Ontario,Home Office,Furniture,Chairs & Chairmats,"Global Leather and Oak Executive Chair, Black",Jumbo Drum,0.5432,2019-02-25,Superstore,2019,2,2019,2
5261,37441,2019-02-24,Critical,1,3.77,0.09,Regular Air,-1.7848,2.94,0.96,Katrina Bavinger,Ontario,Ontario,Home Office,Office Supplies,Pens & Art Supplies,Newell 343,Wrap Bag,0.5626,2019-02-26,Superstore,2019,2,2019,2
5359,38084,2019-03-20,Not Specified,11,100.36,0.02,Regular Air,17.8577,9.11,2.15,Victoria Wilson,Ontario,Ontario,Home Office,Office Supplies,Paper,"Black Print Carbonless Snap-OffÂ Rapid Letter, 8 1/2"" x 7""",Wrap Bag,0.388,2019-03-22,Superstore,2019,3,2019,3
5360,38084,2019-03-20,Not Specified,33,404.91,0.06,Regular Air,63.66109999999999,12.64,4.98,Victoria Wilson,Ontario,Ontario,Home Office,Furniture,Office Furnishings,Nu-Dell Executive Frame,Small Pack,0.4655999999999999,2019-03-22,Superstore,2019,3,2019,3
5527,39168,2022-05-17,High,22,809.91,0.07,Regular Air,312.0199,37.7,2.99,Natalie Fritzler,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Vinyl Sectional Post Binders,Small Box,0.3394999999999999,2022-05-20,Superstore,2022,5,2022,5
5528,39168,2022-05-17,High,50,1027.66,0.0,Regular Air,178.5479,19.98,8.68,Natalie Fritzler,Ontario,Ontario,Home Office,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,Small Box,0.3589,2022-05-19,Superstore,2022,5,2022,5
5529,39168,2022-05-17,High,30,301.38,0.06,Regular Air,4.9276,10.48,2.89,Natalie Fritzler,Ontario,Ontario,Home Office,Office Supplies,Pens & Art Supplies,Staples Battery-Operated Desktop Pencil Sharpener,Small Pack,0.582,2022-05-19,Superstore,2022,5,2022,5
